,Text,Intent,Domain,Name,Area,DeviceClass,Response,State
4795,puoi cambiare il colore della lampada del custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4796,puoi cambiare il colore della lampada del custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4797,puoi cambiare il colore della lampada nella custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4798,puoi cambiare il colore della lampada nella custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4799,puoi cambiare il colore della lampada nella custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4800,puoi cambiare il colore della lampada nello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4801,puoi cambiare il colore della lampada nello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4802,puoi cambiare il colore della lampada nello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4803,puoi cambiare il colore della lampada nel custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4804,puoi cambiare il colore della lampada nel custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4805,puoi cambiare il colore della lampada nel custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4806,puoi cambiare il colore della lampada in custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4807,puoi cambiare il colore della lampada in custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4808,puoi cambiare il colore della lampada in custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4809,puoi cambiare il colore della luce della custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4810,puoi cambiare il colore della luce della custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4811,puoi cambiare il colore della luce della custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4812,puoi cambiare il colore della luce dello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4813,puoi cambiare il colore della luce dello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4814,puoi cambiare il colore della luce dello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4815,puoi cambiare il colore della luce del custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4816,puoi cambiare il colore della luce del custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4817,puoi cambiare il colore della luce del custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4818,puoi cambiare il colore della luce nella custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4819,puoi cambiare il colore della luce nella custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4820,puoi cambiare il colore della luce nella custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4821,puoi cambiare il colore della luce nello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4822,puoi cambiare il colore della luce nello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4823,puoi cambiare il colore della luce nello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4824,puoi cambiare il colore della luce nel custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4825,puoi cambiare il colore della luce nel custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4826,puoi cambiare il colore della luce nel custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4827,puoi cambiare il colore della luce in custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4828,puoi cambiare il colore della luce in custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4829,puoi cambiare il colore della luce in custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4830,potresti cambiare il colore delle lampade della custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4831,potresti cambiare il colore delle lampade della custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4832,potresti cambiare il colore delle lampade della custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4833,potresti cambiare il colore delle lampade dello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4834,potresti cambiare il colore delle lampade dello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4835,potresti cambiare il colore delle lampade dello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4836,potresti cambiare il colore delle lampade del custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4837,potresti cambiare il colore delle lampade del custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4838,potresti cambiare il colore delle lampade del custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4839,potresti cambiare il colore delle lampade nella custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4840,potresti cambiare il colore delle lampade nella custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4841,potresti cambiare il colore delle lampade nella custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4842,potresti cambiare il colore delle lampade nello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4843,potresti cambiare il colore delle lampade nello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4844,potresti cambiare il colore delle lampade nello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4845,potresti cambiare il colore delle lampade nel custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4846,potresti cambiare il colore delle lampade nel custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4847,potresti cambiare il colore delle lampade nel custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4848,potresti cambiare il colore delle lampade in custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4849,potresti cambiare il colore delle lampade in custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4850,potresti cambiare il colore delle lampade in custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4851,potresti cambiare il colore delle luci della custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4852,potresti cambiare il colore delle luci della custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4853,potresti cambiare il colore delle luci della custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4854,potresti cambiare il colore delle luci dello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4855,potresti cambiare il colore delle luci dello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4856,potresti cambiare il colore delle luci dello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4857,potresti cambiare il colore delle luci del custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4858,potresti cambiare il colore delle luci del custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4859,potresti cambiare il colore delle luci del custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4860,potresti cambiare il colore delle luci nella custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4861,potresti cambiare il colore delle luci nella custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4862,potresti cambiare il colore delle luci nella custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4863,potresti cambiare il colore delle luci nello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4864,potresti cambiare il colore delle luci nello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4865,potresti cambiare il colore delle luci nello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4866,potresti cambiare il colore delle luci nel custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4867,potresti cambiare il colore delle luci nel custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4868,potresti cambiare il colore delle luci nel custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4869,potresti cambiare il colore delle luci in custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4870,potresti cambiare il colore delle luci in custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4871,potresti cambiare il colore delle luci in custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4872,potresti cambiare il colore della lampada della custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4873,potresti cambiare il colore della lampada della custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4874,potresti cambiare il colore della lampada della custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4875,potresti cambiare il colore della lampada dello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4876,potresti cambiare il colore della lampada dello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4877,potresti cambiare il colore della lampada dello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4878,potresti cambiare il colore della lampada del custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4879,potresti cambiare il colore della lampada del custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4880,potresti cambiare il colore della lampada del custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4881,potresti cambiare il colore della lampada nella custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4882,potresti cambiare il colore della lampada nella custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4883,potresti cambiare il colore della lampada nella custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4884,potresti cambiare il colore della lampada nello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4885,potresti cambiare il colore della lampada nello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4886,potresti cambiare il colore della lampada nello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4887,potresti cambiare il colore della lampada nel custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4888,potresti cambiare il colore della lampada nel custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4889,potresti cambiare il colore della lampada nel custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4890,potresti cambiare il colore della lampada in custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4891,potresti cambiare il colore della lampada in custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4892,potresti cambiare il colore della lampada in custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4893,potresti cambiare il colore della luce della custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4894,potresti cambiare il colore della luce della custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4895,potresti cambiare il colore della luce della custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4896,potresti cambiare il colore della luce dello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4897,potresti cambiare il colore della luce dello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4898,potresti cambiare il colore della luce dello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4899,potresti cambiare il colore della luce del custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4900,potresti cambiare il colore della luce del custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4901,potresti cambiare il colore della luce del custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4902,potresti cambiare il colore della luce nella custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4903,potresti cambiare il colore della luce nella custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4904,potresti cambiare il colore della luce nella custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4905,potresti cambiare il colore della luce nello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4906,potresti cambiare il colore della luce nello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4907,potresti cambiare il colore della luce nello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4908,potresti cambiare il colore della luce nel custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4909,potresti cambiare il colore della luce nel custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4910,potresti cambiare il colore della luce nel custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4911,potresti cambiare il colore della luce in custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4912,potresti cambiare il colore della luce in custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4913,potresti cambiare il colore della luce in custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4914,cambia il colore delle lampade della custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4915,cambia il colore delle lampade della custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4916,cambia il colore delle lampade della custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4917,cambia il colore delle lampade dello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4918,cambia il colore delle lampade dello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4919,cambia il colore delle lampade dello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4920,cambia il colore delle lampade del custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4921,cambia il colore delle lampade del custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4922,cambia il colore delle lampade del custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4923,cambia il colore delle lampade nella custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4924,cambia il colore delle lampade nella custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4925,cambia il colore delle lampade nella custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4926,cambia il colore delle lampade nello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4927,cambia il colore delle lampade nello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4928,cambia il colore delle lampade nello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4929,cambia il colore delle lampade nel custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4930,cambia il colore delle lampade nel custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4931,cambia il colore delle lampade nel custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4932,cambia il colore delle lampade in custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4933,cambia il colore delle lampade in custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4934,cambia il colore delle lampade in custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4935,cambia il colore delle luci della custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4936,cambia il colore delle luci della custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4937,cambia il colore delle luci della custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4938,cambia il colore delle luci dello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4939,cambia il colore delle luci dello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4940,cambia il colore delle luci dello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4941,cambia il colore delle luci del custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4942,cambia il colore delle luci del custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4943,cambia il colore delle luci del custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4944,cambia il colore delle luci nella custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4945,cambia il colore delle luci nella custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4946,cambia il colore delle luci nella custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4947,cambia il colore delle luci nello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4948,cambia il colore delle luci nello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4949,cambia il colore delle luci nello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4950,cambia il colore delle luci nel custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4951,cambia il colore delle luci nel custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4952,cambia il colore delle luci nel custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4953,cambia il colore delle luci in custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4954,cambia il colore delle luci in custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4955,cambia il colore delle luci in custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4956,cambia il colore della lampada della custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4957,cambia il colore della lampada della custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4958,cambia il colore della lampada della custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4959,cambia il colore della lampada dello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4960,cambia il colore della lampada dello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4961,cambia il colore della lampada dello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4962,cambia il colore della lampada del custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4963,cambia il colore della lampada del custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4964,cambia il colore della lampada del custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4965,cambia il colore della lampada nella custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4966,cambia il colore della lampada nella custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4967,cambia il colore della lampada nella custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4968,cambia il colore della lampada nello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4969,cambia il colore della lampada nello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4970,cambia il colore della lampada nello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4971,cambia il colore della lampada nel custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4972,cambia il colore della lampada nel custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4973,cambia il colore della lampada nel custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4974,cambia il colore della lampada in custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4975,cambia il colore della lampada in custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4976,cambia il colore della lampada in custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4977,cambia il colore della luce della custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4978,cambia il colore della luce della custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4979,cambia il colore della luce della custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4980,cambia il colore della luce dello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4981,cambia il colore della luce dello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4982,cambia il colore della luce dello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4983,cambia il colore della luce del custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4984,cambia il colore della luce del custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4985,cambia il colore della luce del custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4986,cambia il colore della luce nella custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4987,cambia il colore della luce nella custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4988,cambia il colore della luce nella custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4989,cambia il colore della luce nello custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4990,cambia il colore della luce nello custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4991,cambia il colore della luce nello custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4992,cambia il colore della luce nel custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4993,cambia il colore della luce nel custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4994,cambia il colore della luce nel custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4995,cambia il colore della luce in custom_area in giallo,HassLightSet,light,none,custom_area,none,color_area,none
4996,cambia il colore della luce in custom_area in blu,HassLightSet,light,none,custom_area,none,color_area,none
4997,cambia il colore della luce in custom_area in bianco,HassLightSet,light,none,custom_area,none,color_area,none
4998,puoi impostare su giallo il colore delle lampade della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
4999,puoi impostare su giallo il colore delle lampade dello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5000,puoi impostare su giallo il colore delle lampade del custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5001,puoi impostare su giallo il colore delle lampade nella custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5002,puoi impostare su giallo il colore delle lampade nello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5003,puoi impostare su giallo il colore delle lampade nel custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5004,puoi impostare su giallo il colore delle lampade in custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5005,puoi impostare su giallo il colore delle luci della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5006,puoi impostare su giallo il colore delle luci dello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5007,puoi impostare su giallo il colore delle luci del custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5008,puoi impostare su giallo il colore delle luci nella custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5009,puoi impostare su giallo il colore delle luci nello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5010,puoi impostare su giallo il colore delle luci nel custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5011,puoi impostare su giallo il colore delle luci in custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5012,puoi impostare su giallo il colore della lampada della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5013,puoi impostare su giallo il colore della lampada dello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5014,puoi impostare su giallo il colore della lampada del custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5015,puoi impostare su giallo il colore della lampada nella custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5016,puoi impostare su giallo il colore della lampada nello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5017,puoi impostare su giallo il colore della lampada nel custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5018,puoi impostare su giallo il colore della lampada in custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5019,puoi impostare su giallo il colore della luce della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5020,puoi impostare su giallo il colore della luce dello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5021,puoi impostare su giallo il colore della luce del custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5022,puoi impostare su giallo il colore della luce nella custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5023,puoi impostare su giallo il colore della luce nello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5024,puoi impostare su giallo il colore della luce nel custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5025,puoi impostare su giallo il colore della luce in custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5026,puoi impostare su blu il colore delle lampade della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5027,puoi impostare su blu il colore delle lampade dello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5028,puoi impostare su blu il colore delle lampade del custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5029,puoi impostare su blu il colore delle lampade nella custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5030,puoi impostare su blu il colore delle lampade nello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5031,puoi impostare su blu il colore delle lampade nel custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5032,puoi impostare su blu il colore delle lampade in custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5033,puoi impostare su blu il colore delle luci della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5034,puoi impostare su blu il colore delle luci dello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5035,puoi impostare su blu il colore delle luci del custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5036,puoi impostare su blu il colore delle luci nella custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5037,puoi impostare su blu il colore delle luci nello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5038,puoi impostare su blu il colore delle luci nel custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5039,puoi impostare su blu il colore delle luci in custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5040,puoi impostare su blu il colore della lampada della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5041,puoi impostare su blu il colore della lampada dello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5042,puoi impostare su blu il colore della lampada del custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5043,puoi impostare su blu il colore della lampada nella custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5044,puoi impostare su blu il colore della lampada nello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5045,puoi impostare su blu il colore della lampada nel custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5046,puoi impostare su blu il colore della lampada in custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5047,puoi impostare su blu il colore della luce della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5048,puoi impostare su blu il colore della luce dello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5049,puoi impostare su blu il colore della luce del custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5050,puoi impostare su blu il colore della luce nella custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5051,puoi impostare su blu il colore della luce nello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5052,puoi impostare su blu il colore della luce nel custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5053,puoi impostare su blu il colore della luce in custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5054,puoi impostare su bianco il colore delle lampade della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5055,puoi impostare su bianco il colore delle lampade dello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5056,puoi impostare su bianco il colore delle lampade del custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5057,puoi impostare su bianco il colore delle lampade nella custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5058,puoi impostare su bianco il colore delle lampade nello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5059,puoi impostare su bianco il colore delle lampade nel custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5060,puoi impostare su bianco il colore delle lampade in custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5061,puoi impostare su bianco il colore delle luci della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5062,puoi impostare su bianco il colore delle luci dello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5063,puoi impostare su bianco il colore delle luci del custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5064,puoi impostare su bianco il colore delle luci nella custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5065,puoi impostare su bianco il colore delle luci nello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5066,puoi impostare su bianco il colore delle luci nel custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5067,puoi impostare su bianco il colore delle luci in custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5068,puoi impostare su bianco il colore della lampada della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5069,puoi impostare su bianco il colore della lampada dello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5070,puoi impostare su bianco il colore della lampada del custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5071,puoi impostare su bianco il colore della lampada nella custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5072,puoi impostare su bianco il colore della lampada nello custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5073,puoi impostare su bianco il colore della lampada nel custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5074,puoi impostare su bianco il colore della lampada in custom_area,HassLightSet,light,none,custom_area,none,color_area,none
5075,puoi impostare su bianco il colore della luce della custom_area,HassLightSet,light,none,custom_area,none,color_area,none
